기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 고창
기간 : 20160101~20200928

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2019-08-26,172,24.3,18.2,30.3
2019-08-27,172,22.5,20.8,24.4
2019-08-28,172,23.7,21.4,27
2019-08-29,172,22.7,20.1,25.8
2019-08-30,172,22.5,18.1,27.1
2019-08-31,172,22.9,18.4,28.6
2019-09-01,172,21.9,17.6,26.3
2019-09-02,172,21.2,19.6,23.3
2019-09-03,172,23.3,20.7,26.5
2019-09-04,172,25.1,22.4,28.5
2019-09-05,172,23.9,20.4,28.5
2019-09-06,172,25.4,21.1,29.5
2019-09-07,172,,21.9,27.3
2019-09-08,172,24.2,22.2,28.1
2019-09-09,172,24.4,22.2,27.3
2019-09-10,172,26.4,24.2,29.9
2019-09-11,172,24.8,23.1,28.2
2019-09-12,172,23,20.9,25
2019-09-13,172,23,19.8,28.6
2019-09-14,172,23,18.5,27.8
2019-09-15,172,23.6,20.6,29.1
2019-09-16,172,23.3,20.1,28.4
2019-09-17,172,21.9,15.9,29.4
2019-09-18,172,20,14.5,27
2019-09-19,172,18,9.9,25.5
2019-09-20,172,19,14.7,23.6
2019-09-21,172,17.3,16.5,18.6
2019-09-22,172,17.4,16.3,18.9
2019-09-23,172,18.1,13.3,23.3
2019-09-24,172,17.2,10.8,24.3
2019-09-25,172,18.3,12.2,24.9
2019-09-26,172,20.3,15.6,25.9
2019-09-27,172,22.5,16.8,28.8
2019-09-28,172,23.1,19,28.3
2019-09-29,172,21.3,17.4,27.6
2019-09-30,172,20.5,14.2,28.2
2019-10-01,172,20.4,17.6,23
2019-10-02,172,20.4,19.1,22.5
2019-10-03,172,21.2,18.4,25.3
2019-10-04,172,21.4,16.9,27.4
2019-10-05,172,17.1,12.4,19.5
2019-10-06,172,18.6,12.7,24.4
2019-10-07,172,16.3,15.5,18.9
2019-10-08,172,15.4,9.7,21.4
2019-10-09,172,13.2,7.8,20.3
2019-10-10,172,15.4,7.1,22.8
2019-10-11,172,17.8,12.2,24.1
2019-10-12,172,18,13.4,24.8
2019-10-13,172,15.8,9.6,23.7
2019-10-14,172,13.2,9.5,20.7
2019-10-15,172,12.1,5.5,18.9
2019-10-16,172,13.5,7.7,21.2
2019-10-17,172,14.1,10,20.3
2019-10-18,172,15.8,9.7,20.4
2019-10-19,172,15.8,10.8,22.7
2019-10-20,172,15.7,9.9,23.1
2019-10-21,172,15.2,8.3,23
2019-10-22,172,15.9,8.6,24
2019-10-23,172,15.7,12.4,19
2019-10-24,172,17.6,13.3,23.9
2019-10-25,172,16.4,10.2,22.5
2019-10-26,172,12.7,10.1,15.7
2019-10-27,172,10.9,6.4,17.4
2019-10-28,172,11.9,4,18.6
2019-10-29,172,14.4,10.1,18.5
2019-10-30,172,11.2,6,17.6
2019-10-31,172,12.4,4.5,20.5
2019-11-01,172,13.6,8.2,21.7
2019-11-02,172,13.6,5.9,21.7
2019-11-03,172,13.5,9.1,20.6
2019-11-04,172,12.3,6.2,20
2019-11-05,172,11.4,6.2,18.8
2019-11-06,172,10.8,3.5,19.2
2019-11-07,172,10.2,4.7,16.3
2019-11-08,172,7.4,2.1,14.2
2019-11-09,172,8.7,1.1,17
2019-11-10,172,9.9,2.9,16.4
2019-11-11,172,13.1,9.2,17.5
2019-11-12,172,10,5.1,17.2
2019-11-13,172,9.2,1.7,14.6
2019-11-14,172,4.4,0.2,9.2
2019-11-15,172,10,-0.8,16.8
2019-11-16,172,13.1,9.2,18.8
2019-11-17,172,16.1,8,20.7
2019-11-18,172,9.3,5.9,17.3
2019-11-19,172,5.7,3.5,8.6
2019-11-20,172,3.4,-0.8,7.6
2019-11-21,172,5.7,-1.8,12.2
2019-11-22,172,11.6,4.1,19.2
2019-11-23,172,13.1,6.1,21.2
2019-11-24,172,13.3,9.3,20.9
2019-11-25,172,4.7,2.4,9.3
2019-11-26,172,7.6,1.3,13.6
2019-11-27,172,6.8,2.9,9
2019-11-28,172,4.7,-0.1,10.4
2019-11-29,172,3.9,-0.5,9.3
2019-11-30,172,4.8,-3.6,13.6
2019-12-01,172,5.8,4.9,6.8
2019-12-02,172,5.2,2.2,7.2
2019-12-03,172,3.7,0.7,8.7
2019-12-04,172,5.6,0.6,10.9
2019-12-05,172,1.5,-2.8,5.2
2019-12-06,172,-2.8,-6.2,1.8
2019-12-07,172,2.2,-4.5,8
2019-12-08,172,3,-2.1,8.1
2019-12-09,172,4.5,-4.1,11
2019-12-10,172,10.4,4.8,14.8
2019-12-11,172,8.9,5.3,13.6
2019-12-12,172,2.8,-1.6,7
2019-12-13,172,1.8,-4.7,9.6
2019-12-14,172,4.7,0.2,8.8
2019-12-15,172,5.5,-2.7,14.9
2019-12-16,172,11.1,5,15.9
2019-12-17,172,9.8,7.3,12.5
2019-12-18,172,4,1.1,7.4
2019-12-19,172,1.9,-0.6,6.3
2019-12-20,172,1.7,-1.9,6
2019-12-21,172,0.5,-3.6,5.2
2019-12-22,172,3.9,-1.7,10.8
2019-12-23,172,5.3,-0.9,9.1
2019-12-24,172,3,-1.1,8.6
2019-12-25,172,4.5,-3.6,12.1
2019-12-26,172,4.4,3.2,5.5
2019-12-27,172,2.4,-0.8,5.9
2019-12-28,172,1.3,-4.5,8.8
2019-12-29,172,5.9,-2.1,8.2
2019-12-30,172,5.9,0.7,10.8
2019-12-31,172,-3,-5.5,0.7
2020-01-01,172,-0.4,-5.1,5.1
2020-01-02,172,1.3,-3.5,7.8
2020-01-03,172,2.1,-2.1,7.7
2020-01-04,172,1.5,-4,8.4
2020-01-05,172,2.4,-4.7,8.8
2020-01-06,172,7.6,2.9,10.8
2020-01-07,172,13.8,9,18.1
2020-01-08,172,4.8,3.9,9
2020-01-09,172,3.2,0.5,5.5
2020-01-10,172,0.7,-3.2,6.6
2020-01-11,172,2.6,-1.7,7.9
2020-01-12,172,3.1,1.1,4.4
2020-01-13,172,2.2,-0.4,4.5
2020-01-14,172,0.8,-1.8,5.1
2020-01-15,172,-0.1,-3.5,4.2
2020-01-16,172,0.7,-3.9,4.6
2020-01-17,172,0.6,-3.4,5.9
2020-01-18,172,0,-5.6,6.7
2020-01-19,172,2,-2.6,7.4
2020-01-20,172,3.2,-0.7,7.3
2020-01-21,172,1.4,-5.2,8.4
2020-01-22,172,2.9,0.5,5
2020-01-23,172,5.6,2,11.3
2020-01-24,172,4.2,0.8,10
2020-01-25,172,4.1,0.6,8.8
2020-01-26,172,6,1.3,9.3
2020-01-27,172,5.2,3.8,8.7
2020-01-28,172,6.4,3.2,11.6
2020-01-29,172,5.6,3.4,9.3
2020-01-30,172,4.9,2.4,8.5
2020-01-31,172,3.7,-0.6,6.7
2020-02-01,172,2.8,-3.1,9.1
2020-02-02,172,1.8,-1.7,7.3
2020-02-03,172,0.6,-3.4,5.6
2020-02-04,172,0.3,-4.7,6.7
2020-02-05,172,-2.8,-6.2,1.3
2020-02-06,172,-4,-8.2,0.3
2020-02-07,172,-0.9,-6.5,4.3
2020-02-08,172,1.7,-2.3,5.9
2020-02-09,172,1.2,-3.2,6.1
2020-02-10,172,3.7,-3.7,12.2
2020-02-11,172,6.9,-3.8,14
2020-02-12,172,10,8.1,12.6
2020-02-13,172,7.7,5.6,9.8
2020-02-14,172,8,3.7,15.8
2020-02-15,172,9.9,4,17.2
2020-02-16,172,1.2,-1.3,4.9
2020-02-17,172,-2.1,-3.8,-0.2
2020-02-18,172,-0.2,-3.2,3.2
2020-02-19,172,2.3,-4.4,10.3
2020-02-20,172,5,-1,12.8
2020-02-21,172,7.7,-0.9,16.7
2020-02-22,172,6.6,3.2,10.2
2020-02-23,172,3.1,-1.2,9.1
2020-02-24,172,7.9,-2.7,15.6
2020-02-25,172,11.9,7.5,15.8
2020-02-26,172,7.3,1.8,13.3
2020-02-27,172,5,-0.5,11.8
2020-02-28,172,7,3.3,8
2020-02-29,172,7,3,13.5
2020-03-01,172,5.2,1.3,9.3
2020-03-02,172,4.5,1,7.6
2020-03-03,172,5.3,-1,14
2020-03-04,172,4,0.1,6.8
2020-03-05,172,2.2,-3,6.1
2020-03-06,172,2.6,-5.5,11.9
2020-03-07,172,5.6,0.9,11.1
2020-03-08,172,6.5,-2.5,16.9
2020-03-09,172,7.9,0.6,14.3
2020-03-10,172,6.2,4.5,8.2
2020-03-11,172,4.3,-0.5,8.2
2020-03-12,172,5.9,-3.2,16.1
2020-03-13,172,5.6,1.3,12
2020-03-14,172,5.1,-1.7,9.1
2020-03-15,172,5.8,1.8,11.7
2020-03-16,172,4.3,-1.3,10
2020-03-17,172,8.7,0.1,16.6
2020-03-18,172,11.9,2.8,20.2
2020-03-19,172,10.1,6.4,14.3
2020-03-20,172,9.3,2.5,15.6
2020-03-21,172,15.4,7.8,22.2
2020-03-22,172,11.1,3.9,18.7
2020-03-23,172,7.8,0,15.6
2020-03-24,172,7.8,-0.2,17.7
2020-03-25,172,13.6,2.5,21.1
2020-03-26,172,14.2,10.7,16.8
2020-03-27,172,8.7,4.7,15.6
2020-03-28,172,6.2,1.8,9.9
2020-03-29,172,6.5,-1,14.3
2020-03-30,172,9,4.2,15.7
2020-03-31,172,8.9,1.4,17
2020-04-01,172,9,6.5,13.7
2020-04-02,172,8.3,2.4,15.8
2020-04-03,172,7.6,0.5,16.2
2020-04-04,172,6.7,0.5,13.4
2020-04-05,172,5.5,0.4,10.7
2020-04-06,172,7.2,-2.1,14.8
2020-04-07,172,9.7,2,16.9
2020-04-08,172,8,2.7,14
2020-04-09,172,7.1,0.2,12.8
2020-04-10,172,9.2,4.8,14.6
2020-04-11,172,7,4.9,11
2020-04-12,172,7.1,0,15.6
2020-04-13,172,8.2,3.8,12.6
2020-04-14,172,9.9,0.3,18.9
2020-04-15,172,10,2.8,18.2
2020-04-16,172,13.6,2.2,22.5
2020-04-17,172,13.6,9.9,18.9
2020-04-18,172,10.4,6.6,15.4
2020-04-19,172,11,7,14.3
2020-04-20,172,10.7,7.7,15.2
2020-04-21,172,8.8,5.9,12.6
2020-04-22,172,8.2,5.3,11.3
2020-04-23,172,8.5,3.9,13.3
2020-04-24,172,9.9,2.7,15.4
2020-04-25,172,13.5,7.1,21.5
2020-04-26,172,10.7,4.9,16.7
2020-04-27,172,10.3,2.7,17.7
2020-04-28,172,11.4,1.8,19.3
2020-04-29,172,13.8,4.9,22
2020-04-30,172,18.8,10.4,25.6
2020-05-01,172,21.4,18,26.2
2020-05-02,172,20.3,18.2,24.5
2020-05-03,172,19.1,16.9,23
2020-05-04,172,16.3,10.1,23.7
2020-05-05,172,14.7,9.2,20.8
2020-05-06,172,19.2,13.7,27.5
2020-05-07,172,18.6,12.2,26.6
2020-05-08,172,18.1,11.2,24.2
2020-05-09,172,16.3,12.7,19.9
2020-05-10,172,13.6,11.7,15.8
2020-05-11,172,17.4,11.5,24.1
2020-05-12,172,14.8,9.9,20.7
2020-05-13,172,15.1,8.1,21.3
2020-05-14,172,19.6,10.4,26.6
2020-05-15,172,18.1,16.3,20
2020-05-16,172,16.2,14.6,18
2020-05-17,172,19.3,14.3,26.9
2020-05-18,172,18.1,11.9,25.1
2020-05-19,172,13.2,11.2,15.5
2020-05-20,172,14.4,9.2,20.9
2020-05-21,172,16.7,9.1,23.7
2020-05-22,172,18.7,13.6,26
2020-05-23,172,19.9,14.3,25.5
2020-05-24,172,17.6,14,21.7
2020-05-25,172,16.1,13.9,21
2020-05-26,172,17.4,13.7,24.1
2020-05-27,172,17.5,13,23.3
2020-05-28,172,17,10.3,23.8
2020-05-29,172,19.8,13.3,27.4
2020-05-30,172,21.4,15.7,26.7
2020-05-31,172,20,16.5,23.8
2020-06-01,172,18.8,14.2,24.3
2020-06-02,172,20.2,12.7,26.3
2020-06-03,172,22.2,18.8,26.7
2020-06-04,172,24,19.7,30.2
2020-06-05,172,22.4,19.1,29.2
2020-06-06,172,21.6,19.2,28.3
2020-06-07,172,22,18.5,29.6
2020-06-08,172,24,16.8,32.4
2020-06-09,172,25.5,17.1,33
2020-06-10,172,24.3,21,32.6
2020-06-11,172,24,21.6,29.3
2020-06-12,172,23.1,21.2,27.9
2020-06-13,172,24,21.8,27.3
2020-06-14,172,22.7,20.2,25.8
2020-06-15,172,21.8,17.1,27.1
2020-06-16,172,22.4,18.6,27.2
2020-06-17,172,21.2,17.2,26.9
2020-06-18,172,18.9,17.3,20.7
2020-06-19,172,21.8,18.1,27.4
2020-06-20,172,21.9,17.6,27.3
2020-06-21,172,22.8,18.5,29
2020-06-22,172,23.4,17.3,29.9
2020-06-23,172,24.7,17.9,31.2
2020-06-24,172,23.1,22,25.5
2020-06-25,172,21.6,20,23.1
2020-06-26,172,22.6,20,27.6
2020-06-27,172,23.8,18.9,30.2
2020-06-28,172,22,18.4,26.7
2020-06-29,172,21.2,19.3,24.5
2020-06-30,172,19.4,18.3,22.4
2020-07-01,172,21.2,18.2,26.7
2020-07-02,172,22.4,16.8,27.9
2020-07-03,172,20.3,18.5,23.3
2020-07-04,172,20.3,18.5,22.9
2020-07-05,172,22,18.9,26.3
2020-07-06,172,22.8,19.5,26.2
2020-07-07,172,23.7,21.1,28.4
2020-07-08,172,22.4,18.7,27.5
2020-07-09,172,25.1,19.4,30.3
2020-07-10,172,25.2,22.6,29.5
2020-07-11,172,24,21.9,27.3
2020-07-12,172,21.9,19.8,24.1
2020-07-13,172,21.8,20.1,26
2020-07-14,172,19.7,19.1,20.7
2020-07-15,172,20.5,19.1,23.3
2020-07-16,172,22.4,19.2,28.1
2020-07-17,172,23,18.6,28.2
2020-07-18,172,23.3,20.3,27
2020-07-19,172,25.7,23,28.7
2020-07-20,172,23.7,22.1,27.2
2020-07-21,172,23.9,21.4,29.2
2020-07-22,172,22,21.1,23.6
2020-07-23,172,22.7,21.1,25.6
2020-07-24,172,21.2,19.9,23.3
2020-07-25,172,21.9,20.6,25.2
2020-07-26,172,22.8,20.5,28
2020-07-27,172,23.1,20.8,27.2
2020-07-28,172,25.1,21.4,28.6
2020-07-29,172,25.2,23.1,26.9
2020-07-30,172,26.4,24.6,29.1
2020-07-31,172,26.7,24.5,30.2
2020-08-01,172,26.1,22.4,29.9
2020-08-02,172,28,26.2,30.5
2020-08-03,172,28.1,26.4,31
2020-08-04,172,28.6,25.4,33.5
2020-08-05,172,28.6,26.7,31.8
2020-08-06,172,25.9,24.4,28.6
2020-08-07,172,25,23.7,26.3
2020-08-08,172,25.3,23.3,26.9
2020-08-09,172,28,26.1,31.2
2020-08-10,172,26.9,24.6,30.1
2020-08-11,172,27.2,25.2,29.3
2020-08-12,172,28.1,26.5,31.4
2020-08-13,172,28.7,26.3,31.9
2020-08-14,172,28.5,26.4,32.4
2020-08-15,172,28.4,24.1,32.9
2020-08-16,172,28.4,24.9,32.8
2020-08-17,172,27.4,24,32.9
2020-08-18,172,27,23.2,33
2020-08-19,172,26.3,21,33.1
2020-08-20,172,26.5,22.1,33.5
2020-08-21,172,26.4,21.1,32.7
2020-08-22,172,26.7,24.3,30.5
2020-08-23,172,26.8,23.4,32
2020-08-24,172,27.4,22.4,33.5
2020-08-25,172,29,24,34
2020-08-26,172,28.1,24.9,32.5
2020-08-27,172,28.3,25.8,31.5
2020-08-28,172,27.6,25,33
2020-08-29,172,27,24.9,30.3
2020-08-30,172,27.3,23.9,32.2
2020-08-31,172,26.7,22.9,32.2
2020-09-01,172,27.1,24.3,31.6
2020-09-02,172,24.7,23.4,26.4
2020-09-03,172,23,21.1,25.8
2020-09-04,172,23.9,19.8,29.3
2020-09-05,172,21.9,18.7,26.4
2020-09-06,172,20.5,19.1,22.2
2020-09-07,172,20.3,17.9,23.4
2020-09-08,172,24.2,21.6,27.7
2020-09-09,172,21.5,18.2,26.4
2020-09-10,172,22.6,19,27.8
2020-09-11,172,20,17.8,23.2
2020-09-12,172,20.5,17.7,25
2020-09-13,172,20.8,19,25.4
2020-09-14,172,21,17.5,26.1
2020-09-15,172,22.1,16.1,28.6
2020-09-16,172,22.4,20,25.4
2020-09-17,172,20.8,18.9,24.6
2020-09-18,172,19.8,15.4,24.2
2020-09-19,172,19.1,12.6,25.5
2020-09-20,172,17.9,13.1,24.8
2020-09-21,172,17.5,10.9,24.4
2020-09-22,172,18.4,14.3,24.6
2020-09-23,172,18.3,13.5,23
2020-09-24,172,19.9,15.9,26.3
2020-09-25,172,19.9,14.7,25.6
2020-09-26,172,19.4,15.3,26.3
2020-09-27,172,19,14.1,26
2020-09-28,172,18.1,13.2,25.6

