기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 해남
기간 : 20160101~20200928

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2019-08-28,261,23.3,19.5,26.8
2019-08-29,261,21.3,19.3,23.4
2019-08-30,261,22.1,17,28.2
2019-08-31,261,21.5,15.5,28.4
2019-09-01,261,20.8,17.8,24.6
2019-09-02,261,21.6,19.9,24.1
2019-09-03,261,23.1,21.6,25.7
2019-09-04,261,24.3,22.8,26.4
2019-09-05,261,24.9,22.2,29.1
2019-09-06,261,25.1,22.5,28
2019-09-07,261,24.5,22.7,27.5
2019-09-08,261,23.7,21.6,27
2019-09-09,261,24.6,22.2,29.7
2019-09-10,261,25.2,21.2,29.6
2019-09-11,261,25,21.5,29.7
2019-09-12,261,23,19.7,26.2
2019-09-13,261,22.9,18.7,28.1
2019-09-14,261,22.6,17.1,28.6
2019-09-15,261,23.4,19.7,29.7
2019-09-16,261,23.5,21.1,28.6
2019-09-17,261,21.3,15.4,29
2019-09-18,261,20.3,14.7,27.7
2019-09-19,261,18.3,10.5,26.8
2019-09-20,261,19.6,13.1,25.9
2019-09-21,261,17.7,16.8,20.2
2019-09-22,261,19,17.4,21.1
2019-09-23,261,18.4,11.8,23.9
2019-09-24,261,16.6,9.3,24.9
2019-09-25,261,17.7,10.4,26
2019-09-26,261,19.9,13.1,26.9
2019-09-27,261,22.4,17.4,27.2
2019-09-28,261,24,21,29.3
2019-09-29,261,23.1,19,28.7
2019-09-30,261,22.4,17.3,28.7
2019-10-01,261,21.5,19.7,24.4
2019-10-02,261,21.8,19.4,23.9
2019-10-03,261,21.6,18.3,25.7
2019-10-04,261,20.9,16.8,27.7
2019-10-05,261,17.6,13.3,20.1
2019-10-06,261,18.5,12.7,23.7
2019-10-07,261,17.5,15.5,20.1
2019-10-08,261,16.9,10.2,22
2019-10-09,261,13.2,5.7,20.8
2019-10-10,261,14,5.2,23.5
2019-10-11,261,17.5,10.2,26
2019-10-12,261,17.2,9.8,25.2
2019-10-13,261,17.1,10.3,24
2019-10-14,261,14.3,7.9,21.6
2019-10-15,261,13.3,8.5,19.2
2019-10-16,261,13.7,5.8,21.9
2019-10-17,261,14.5,8.3,21.2
2019-10-18,261,16.5,11.7,20.2
2019-10-19,261,16.9,10.6,22.8
2019-10-20,261,14.8,8.8,23.5
2019-10-21,261,14.6,9.3,24
2019-10-22,261,15.1,7.1,24.2
2019-10-23,261,17,12.2,21.6
2019-10-24,261,15.8,10.9,24
2019-10-25,261,15.9,8.4,22.9
2019-10-26,261,13.3,10.8,16.4
2019-10-27,261,11.6,4.2,17.3
2019-10-28,261,10.4,1.4,18.6
2019-10-29,261,13.5,7,19.3
2019-10-30,261,11.5,5,18.6
2019-10-31,261,11.5,2.3,20.5
2019-11-01,261,13.1,6.4,21.7
2019-11-02,261,13.8,5.6,22.4
2019-11-03,261,13.7,7.7,21.2
2019-11-04,261,11.7,5.3,19.5
2019-11-05,261,11.9,5.6,19.5
2019-11-06,261,11.7,3.4,19.9
2019-11-07,261,12.2,7.3,18.6
2019-11-08,261,9.9,6.1,15
2019-11-09,261,10.1,1.6,18.4
2019-11-10,261,10.7,0.6,17.1
2019-11-11,261,13.5,7.6,18.2
2019-11-12,261,11.2,4.1,18.9
2019-11-13,261,10.8,3.2,16.2
2019-11-14,261,5.3,-1.9,10.7
2019-11-15,261,6.7,-2.8,17.5
2019-11-16,261,10.6,2,20.8
2019-11-17,261,17.6,6.9,21.8
2019-11-18,261,9.9,6.5,20.8
2019-11-19,261,6.9,4.6,9
2019-11-20,261,4.4,-2.7,10.1
2019-11-21,261,6.5,-4.8,14.8
2019-11-22,261,13.4,9,19.3
2019-11-23,261,14.8,8.8,19.7
2019-11-24,261,15.3,10.5,21.5
2019-11-25,261,5.6,3.3,10.5
2019-11-26,261,8,2.6,12
2019-11-27,261,7.7,4.8,9.6
2019-11-28,261,5.6,0.4,11.9
2019-11-29,261,4.2,-3.6,10.9
2019-11-30,261,5.2,-5.9,16.2
2019-12-01,261,6.4,5.6,7.4
2019-12-02,261,5.6,3.4,8
2019-12-03,261,3.5,-2.2,8.7
2019-12-04,261,2.8,-3.6,11.8
2019-12-05,261,1.1,-3.1,6
2019-12-06,261,-1.2,-4.5,2.5
2019-12-07,261,0.9,-6.7,8.3
2019-12-08,261,3.2,-4.2,8.9
2019-12-09,261,2.2,-6,12.5
2019-12-10,261,6.2,-1.1,16
2019-12-11,261,6.6,0.9,15.6
2019-12-12,261,3.6,-3.6,7.8
2019-12-13,261,1.2,-7,9.7
2019-12-14,261,4.3,-2.9,9.6
2019-12-15,261,6.6,-4.9,15
2019-12-16,261,10.5,6.8,15.8
2019-12-17,261,10.5,7.6,14.4
2019-12-18,261,4.9,2.3,7.9
2019-12-19,261,2.9,-1.8,6.7
2019-12-20,261,1.1,-4.7,6.7
2019-12-21,261,-0.7,-4.9,4.5
2019-12-22,261,3.1,-3.3,12.2
2019-12-23,261,3.6,-4.6,9.8
2019-12-24,261,3.5,-4.2,11.5
2019-12-25,261,3.9,-5.7,13.9
2019-12-26,261,4.3,2.4,5.9
2019-12-27,261,2.1,-3.9,6
2019-12-28,261,-0.2,-7.1,9.7
2019-12-29,261,5.5,-3.2,8.1
2019-12-30,261,6.4,1.8,11.5
2019-12-31,261,-2,-3.7,1.7
2020-01-01,261,-1.5,-6.1,4.9
2020-01-02,261,1.1,-6.2,7.8
2020-01-03,261,2.7,-2.2,8.6
2020-01-04,261,1.9,-3.9,8.9
2020-01-05,261,2.2,-7.3,10.2
2020-01-06,261,8.2,5.5,9.8
2020-01-07,261,14.9,9.1,18.8
2020-01-08,261,4.8,3.8,9.7
2020-01-09,261,3.5,1.3,5.8
2020-01-10,261,2,-3.4,8.4
2020-01-11,261,3.7,-0.5,8.2
2020-01-12,261,3.4,1.5,5
2020-01-13,261,2.3,-1.7,6
2020-01-14,261,1.1,-2.8,5.7
2020-01-15,261,-0.5,-5.6,5.1
2020-01-16,261,2.2,-2.8,7.2
2020-01-17,261,1.8,-1.9,7.2
2020-01-18,261,1.7,-3.2,6.9
2020-01-19,261,2,-3.5,8.5
2020-01-20,261,2.3,-4.6,7.6
2020-01-21,261,3.5,-2,10
2020-01-22,261,6.5,2.9,7.8
2020-01-23,261,6.1,2.8,10.6
2020-01-24,261,5.2,0.6,11.8
2020-01-25,261,5.3,0.7,10.5
2020-01-26,261,6.6,0.9,11.9
2020-01-27,261,5.7,3.1,7.3
2020-01-28,261,5.4,2.9,9.5
2020-01-29,261,5.4,2.9,8.5
2020-01-30,261,4.9,1.4,8.4
2020-01-31,261,3.1,-1.7,7
2020-02-01,261,1.9,-4.9,9.7
2020-02-02,261,2.1,-2.2,7.7
2020-02-03,261,0.9,-3.6,6.6
2020-02-04,261,0.3,-4.9,6.8
2020-02-05,261,-1.8,-4.7,1.4
2020-02-06,261,-2.7,-6.9,1.6
2020-02-07,261,0.2,-6,5.5
2020-02-08,261,2.4,-0.9,6.4
2020-02-09,261,0.6,-4.7,6.2
2020-02-10,261,2.9,-5,13.4
2020-02-11,261,4.8,-5.7,13.5
2020-02-12,261,9.9,7.5,13.4
2020-02-13,261,6.8,2.3,8.9
2020-02-14,261,7.8,1.6,17.8
2020-02-15,261,11.4,2.8,16.5
2020-02-16,261,1.4,-1.2,5.6
2020-02-17,261,-1.6,-3,0.8
2020-02-18,261,0.6,-3.6,5
2020-02-19,261,2.8,-5.3,10.2
2020-02-20,261,4.5,-3.1,13.9
2020-02-21,261,7.1,-2.9,15.5
2020-02-22,261,7.3,3.2,11.1
2020-02-23,261,3.3,-3,9.9
2020-02-24,261,7.7,-4.3,16.2
2020-02-25,261,12.8,7.9,16.5
2020-02-26,261,7.4,2.5,12.9
2020-02-27,261,6.4,-1,12.5
2020-02-28,261,6.6,3.9,8.5
2020-02-29,261,7.7,2.8,12
2020-03-01,261,6.2,1.9,10.9
2020-03-02,261,4.5,-0.4,9.5
2020-03-03,261,5.7,-1.7,11.9
2020-03-04,261,4.8,1.7,8.4
2020-03-05,261,2.4,-4.7,7.6
2020-03-06,261,2.4,-8.3,13
2020-03-07,261,5,0.3,8.7
2020-03-08,261,7.3,1.3,16
2020-03-09,261,9.8,0.9,13.8
2020-03-10,261,6,4.1,10.5
2020-03-11,261,4.4,-2.7,9
2020-03-12,261,4.1,-5.4,14.5
2020-03-13,261,6,0.2,15.1
2020-03-14,261,5.4,0.9,9.4
2020-03-15,261,7,0.4,13.5
2020-03-16,261,4.1,-1,11.2
2020-03-17,261,7.8,-3.1,16.8
2020-03-18,261,10.5,0,19.9
2020-03-19,261,10.3,5.6,13.4
2020-03-20,261,8,-2.3,14.6
2020-03-21,261,13.5,4.3,20
2020-03-22,261,12.5,6.8,19.7
2020-03-23,261,8.4,-1.3,16.7
2020-03-24,261,8.2,-0.8,18.6
2020-03-25,261,12.3,0.6,18.6
2020-03-26,261,13.8,11.5,16
2020-03-27,261,9.1,5.1,15.3
2020-03-28,261,6.2,1.1,9.3
2020-03-29,261,6.9,-3.3,15.2
2020-03-30,261,10.2,4.3,17.5
2020-03-31,261,9.9,0.3,20.2
2020-04-01,261,9.3,6.2,15.3
2020-04-02,261,9.6,2.7,17.7
2020-04-03,261,9.1,1.5,17.9
2020-04-04,261,7.2,-1.6,15.8
2020-04-05,261,6.6,1.7,12.8
2020-04-06,261,7.9,-0.5,16.4
2020-04-07,261,10.5,1,18.7
2020-04-08,261,9.6,2.1,16
2020-04-09,261,8,-1.9,15.4
2020-04-10,261,9.9,6.5,14.2
2020-04-11,261,6.9,5.7,8.1
2020-04-12,261,7.6,3.3,14.4
2020-04-13,261,7.5,1.5,13
2020-04-14,261,8.9,-1.4,19
2020-04-15,261,8.5,0.7,17.8
2020-04-16,261,11.2,-0.8,18.2
2020-04-17,261,12.7,8.7,17.4
2020-04-18,261,10.1,5.5,14.3
2020-04-19,261,11.1,5.8,13.7
2020-04-20,261,11.7,9.1,16.4
2020-04-21,261,9.3,4.8,14.6
2020-04-22,261,8.4,5.5,12.5
2020-04-23,261,8.7,4.7,13.6
2020-04-24,261,9.7,0.8,15.8
2020-04-25,261,13.6,6.2,19.2
2020-04-26,261,12,3.3,18.8
2020-04-27,261,10.4,1.3,18.8
2020-04-28,261,10.2,0,20
2020-04-29,261,11.1,1.2,21.4
2020-04-30,261,15.9,2.6,21.7
2020-05-01,261,20.6,18.7,23.8
2020-05-02,261,19,16.8,23
2020-05-03,261,17.3,16.1,19.2
2020-05-04,261,17.6,11.6,24.5
2020-05-05,261,16,9.6,20.2
2020-05-06,261,18.8,13.4,26.9
2020-05-07,261,17.1,12.5,22.5
2020-05-08,261,17.3,11.5,21.2
2020-05-09,261,16.4,13.3,19.6
2020-05-10,261,13.7,11.1,17
2020-05-11,261,16.5,10.7,24.3
2020-05-12,261,15.4,10.6,20.9
2020-05-13,261,14.3,6.4,21.5
2020-05-14,261,17,8.1,24.3
2020-05-15,261,17.9,16.6,19.1
2020-05-16,261,17,14.9,19.5
2020-05-17,261,17.7,13.5,24.3
2020-05-18,261,17.1,11.8,20.7
2020-05-19,261,13.7,10.4,17.1
2020-05-20,261,14.7,8.3,21.6
2020-05-21,261,16.4,9.5,21.1
2020-05-22,261,17,13.1,21.8
2020-05-23,261,17.9,13.5,23.1
2020-05-24,261,18.2,13.4,23.3
2020-05-25,261,16.9,14.1,20.5
2020-05-26,261,17.6,14.4,23.7
2020-05-27,261,18.4,13.4,25.1
2020-05-28,261,17.2,10.5,24.4
2020-05-29,261,19.1,12.9,25.5
2020-05-30,261,19.8,16.3,24.5
2020-05-31,261,18,15.8,20.4
2020-06-01,261,19.1,14,24.2
2020-06-02,261,19.5,12.4,26.8
2020-06-03,261,21.5,18.5,24.8
2020-06-04,261,22,17.2,28
2020-06-05,261,21.9,17.3,29
2020-06-06,261,21.7,18.3,26.8
2020-06-07,261,22.2,16.8,28.4
2020-06-08,261,22.6,13.5,30.4
2020-06-09,261,23.7,15,30.4
2020-06-10,261,23.8,20.7,29.3
2020-06-11,261,24.2,21.8,28.9
2020-06-12,261,23.2,20.4,28.8
2020-06-13,261,23.4,21.9,26.2
2020-06-14,261,22.5,20.4,24.4
2020-06-15,261,22.7,18.6,28.1
2020-06-16,261,23.3,17.9,29.6
2020-06-17,261,20.6,15.6,25.2
2020-06-18,261,17.8,16.2,18.9
2020-06-19,261,21,17.7,26.6
2020-06-20,261,22.1,18,26.8
2020-06-21,261,22.4,17.7,28.2
2020-06-22,261,22,16.2,29.5
2020-06-23,261,22.9,15,28.8
2020-06-24,261,22.6,21.9,23.7
2020-06-25,261,,21.4,22.1
2020-06-26,261,,18.8,28.4
2020-06-27,261,23.1,17.2,29.2
2020-06-28,261,22.8,19,27.6
2020-06-29,261,20.9,18.1,23.4
2020-06-30,261,19.9,18.2,22.1
2020-07-01,261,21.9,18.1,27.7
2020-07-02,261,21.6,16.3,27.4
2020-07-03,261,19.7,17.6,21.1
2020-07-04,261,19.5,17.4,23.2
2020-07-05,261,21.1,18.5,25.3
2020-07-06,261,22.6,19.6,24.9
2020-07-07,261,23.8,20.6,29.6
2020-07-08,261,23.9,20.1,28.4
2020-07-09,261,23.4,20,28.5
2020-07-10,261,23.4,21.9,26.3
2020-07-11,261,23.5,21.3,26.6
2020-07-12,261,21.2,19.7,22.4
2020-07-13,261,22.2,19.9,25.9
2020-07-14,261,19.7,18.4,21.7
2020-07-15,261,20.4,18.4,23
2020-07-16,261,21.9,19.2,26.4
2020-07-17,261,21.9,17.2,27.9
2020-07-18,261,21.5,18.5,24.3
2020-07-19,261,25.8,22.4,29
2020-07-20,261,24.5,21.7,27.5
2020-07-21,261,23.3,21.4,26.1
2020-07-22,261,23,22,24.8
2020-07-23,261,23.1,21,26.1
2020-07-24,261,20.2,19.4,21.3
2020-07-25,261,21.4,18.5,25.2
2020-07-26,261,22.3,17.2,27.7
2020-07-27,261,22.9,19.9,26.6
2020-07-28,261,25.5,23.2,29.2
2020-07-29,261,26.5,25.7,28.9
2020-07-30,261,26.7,25,30.7
2020-07-31,261,26.7,24,31
2020-08-01,261,27,23.2,30.8
2020-08-02,261,27.9,26.4,30.9
2020-08-03,261,27.8,24.4,30.8
2020-08-04,261,27.6,23.3,31.5
2020-08-05,261,28,25.6,31.6
2020-08-06,261,26.6,25.5,28.1
2020-08-07,261,26.3,25.7,27.1
2020-08-08,261,26.6,25.3,27.4
2020-08-09,261,28.3,25.6,31.7
2020-08-10,261,27.3,25.6,30.1
2020-08-11,261,27.7,26.6,29.6
2020-08-12,261,28.5,27,31.6
2020-08-13,261,28,26.7,29.4
2020-08-14,261,28.2,26.7,32.3
2020-08-15,261,28.1,23.7,32.3
2020-08-16,261,27.3,23.2,31.9
2020-08-17,261,27.6,23,32.8
2020-08-18,261,27.4,23,33.8
2020-08-19,261,26.8,21.8,33.6
2020-08-20,261,26.6,21.7,33.4
2020-08-21,261,26.5,20.3,34.2
2020-08-22,261,26.2,22.6,30.5
2020-08-23,261,26.3,21.5,31.6
2020-08-24,261,27.1,21.5,33.3
2020-08-25,261,28.8,24.7,33.3
2020-08-26,261,27.1,23.6,28.9
2020-08-27,261,27.6,25.7,30.6
2020-08-28,261,27.5,24.2,31.7
2020-08-29,261,27.2,24,31.6
2020-08-30,261,27.2,22.8,33.5
2020-08-31,261,27.7,24.2,33.2
2020-09-01,261,27.1,23.5,31.3
2020-09-02,261,25.6,23.8,27.6
2020-09-03,261,23.2,19.3,26.9
2020-09-04,261,22.8,17.6,29
2020-09-05,261,20.5,18.5,24.6
2020-09-06,261,20.6,18.2,22.4
2020-09-07,261,21,19,24.5
2020-09-08,261,24.2,18,29.4
2020-09-09,261,22.7,18.2,27.5
2020-09-10,261,23.3,19.8,28.6
2020-09-11,261,21.1,19.9,23.6
2020-09-12,261,21.7,18.4,26.6
2020-09-13,261,20.8,19.7,24.2
2020-09-14,261,21.7,18.5,27.2
2020-09-15,261,22,16.7,27
2020-09-16,261,22.5,20.7,25.6
2020-09-17,261,20.7,18.1,23.2
2020-09-18,261,18.5,13.5,23.8
2020-09-19,261,18.2,11.4,25.3
2020-09-20,261,18.5,10.7,26.1
2020-09-21,261,17.2,10.2,25.6
2020-09-22,261,18,13.5,24.8
2020-09-23,261,18.6,12.8,24.4
2020-09-24,261,20,15.6,26.2
2020-09-25,261,20.2,13.7,26.3
2020-09-26,261,19.8,15.8,25.7
2020-09-27,261,20.1,15.4,26.4
2020-09-28,261,18.5,12.9,25.2

